ILMID	Multimap	SNPatCpGorExtensionBase	Liftover_fail
cg00578775	1	NA	NA
cg00579393	NA	1	NA
cg00579402	1	NA	NA
cg00582897	NA	1	NA
cg00583618	1	NA	NA
cg00584089	NA	1	NA
cg00584456	1	NA	NA
cg00584549	1	NA	NA
cg00585072	1	NA	NA
cg00586014	1	NA	NA
cg00586248	1	NA	NA
cg00586531	NA	1	NA
cg00586551	NA	1	NA
cg00587180	1	NA	NA
cg00587228	1	NA	NA
cg00587665	NA	1	NA
cg00587890	NA	1	NA
cg00587941	NA	1	NA
cg00588853	1	NA	NA
cg00589791	1	NA	NA
cg00590134	NA	1	NA
cg00591228	1	NA	NA
cg00591471	NA	1	NA
cg00592460	1	NA	NA
cg00592870	1	NA	NA
cg00593414	1	NA	NA
cg00594016	1	NA	NA
cg00594488	1	NA	NA
cg00595610	1	NA	NA
cg00595787	NA	1	NA
cg00596207	1	NA	NA
cg00597112	1	NA	NA
cg00597445	NA	1	NA
cg00597602	1	NA	NA
cg00598747	NA	1	NA
cg00599377	1	NA	NA
cg00599809	1	NA	NA
cg00601819	1	NA	NA
cg00602693	NA	1	NA
cg00603487	1	NA	NA
cg00604188	1	NA	NA
cg00604771	1	NA	NA
cg00605523	NA	1	NA
cg00605545	1	NA	NA
cg00605628	NA	1	NA
cg00605988	1	NA	NA
cg00606739	1	NA	NA
cg00607797	NA	1	NA
cg00607912	NA	1	NA
cg00609291	1	NA	NA
cg00610360	NA	1	NA
cg00610583	1	NA	NA
cg00611227	NA	1	NA
cg00611372	1	NA	NA
cg00612714	1	NA	NA
cg00613562	1	NA	NA
cg00614280	1	NA	NA
cg00614314	1	NA	NA
cg00614644	NA	1	NA
cg00615183	1	NA	NA
cg00615735	NA	1	NA
cg00615835	NA	1	NA
cg00616369	NA	1	NA
cg00616572	NA	1	NA
cg00618596	1	NA	NA
cg00619292	1	NA	NA
cg00619345	NA	1	NA
cg00620304	1	NA	NA
cg00620824	1	NA	NA
cg00621559	1	NA	NA
cg00621666	1	NA	NA
cg00624440	1	NA	NA
cg00624879	1	NA	NA
cg00625161	1	1	NA
cg00625450	1	NA	NA
cg00626068	1	NA	NA
cg00628766	NA	1	NA
cg00629088	1	NA	NA
cg00629514	1	NA	NA
cg00629928	1	NA	NA
cg00630870	1	NA	NA
cg00631203	1	NA	NA
cg00631287	1	NA	NA
cg00631759	NA	1	NA
cg00631877	NA	1	NA
cg00632125	1	NA	NA
cg00634606	1	NA	NA
cg00634984	1	NA	NA
cg00636172	1	NA	NA
cg00636416	1	NA	NA
cg00637361	1	NA	NA
cg00637791	1	NA	NA
cg00639579	1	NA	NA
cg00640120	NA	1	NA
cg00640147	1	NA	NA
cg00640609	1	NA	NA
cg00640775	1	NA	NA
cg00641177	1	NA	NA
cg00643695	NA	1	NA
cg00644797	1	NA	NA
cg00644922	1	NA	NA
cg00645010	1	NA	NA
cg00645020	NA	1	NA
cg00645731	1	NA	NA
cg00646019	1	NA	NA
cg00646244	1	NA	NA
cg00647004	1	NA	NA
cg00648203	NA	1	NA
cg00648955	NA	1	NA
cg00649199	1	NA	NA
cg00649216	1	NA	NA
cg00649480	NA	1	NA
cg00651185	1	NA	NA
cg00651286	NA	1	NA
cg00651446	1	NA	NA
cg00652158	1	NA	NA
cg00653565	1	NA	NA
cg00656264	1	NA	NA
cg00656826	1	1	NA
cg00656931	1	NA	NA
cg00657202	1	NA	NA
cg00658449	1	NA	NA
cg00658704	NA	1	NA
cg00659271	1	NA	NA
cg00660655	1	NA	NA
cg00661438	1	NA	NA
cg00662258	1	NA	NA
cg00662446	NA	1	NA
cg00664021	1	NA	NA
cg00664666	1	NA	NA
cg00664920	1	NA	NA
cg00665029	1	NA	NA
cg00665343	1	NA	NA
cg00665832	1	NA	NA
cg00666623	1	NA	NA
cg00666640	1	NA	NA
cg00666641	NA	1	NA
cg00667110	1	NA	NA
cg00667898	1	NA	NA
cg00667948	NA	1	NA
cg00668212	NA	1	NA
cg00668619	NA	1	NA
cg00668927	1	NA	NA
cg00669212	1	NA	NA
cg00669623	1	NA	NA
cg00669746	1	NA	NA
cg00670060	NA	1	NA
cg00673008	1	NA	NA
cg00673081	1	NA	NA
cg00673109	1	NA	NA
cg00674043	NA	1	NA
cg00675157	NA	1	NA
cg00677180	1	NA	NA
cg00677708	1	NA	NA
cg00677730	NA	1	NA
cg00677901	1	NA	NA
cg00678322	1	NA	NA
cg00678539	NA	1	NA
cg00679294	1	NA	NA
cg00679877	NA	1	NA
cg00680808	1	NA	NA
cg00681003	NA	1	NA
cg00681278	1	NA	NA
cg00681566	1	NA	NA
cg00682069	NA	1	NA
cg00683655	1	NA	NA
cg00684178	NA	1	NA
cg00685319	1	NA	NA
cg00686169	1	NA	NA
cg00686453	NA	1	NA
cg00687383	NA	1	NA
cg00688125	NA	1	NA
cg00688323	1	NA	NA
cg00688330	NA	1	NA
cg00688734	1	NA	NA
cg00688802	NA	1	NA
cg00688932	NA	1	NA
cg00689534	NA	1	NA
cg00689685	NA	1	NA
cg00690710	1	NA	NA
cg00690809	1	NA	NA
cg00691830	1	NA	NA
cg00692088	NA	1	NA
cg00692100	1	NA	NA
cg00692484	1	NA	NA
cg00693253	NA	1	NA
cg00693837	1	NA	NA
cg00694353	NA	1	NA
cg00694520	NA	1	NA
cg00695177	NA	1	NA
cg00695633	1	NA	NA
cg00696044	NA	1	NA
cg00696711	NA	1	NA
cg00697413	1	NA	NA
cg00697703	1	NA	NA
cg00698646	1	NA	NA
cg00698982	1	NA	NA
cg00699238	1	NA	NA
cg00699831	1	NA	NA
cg00700466	1	NA	NA
cg00702148	NA	1	NA
cg00702341	1	NA	NA
cg00702369	1	NA	NA
cg00702489	1	NA	NA
cg00702877	1	NA	NA
cg00703885	NA	1	NA
cg00704176	1	NA	NA
cg00704664	NA	1	NA
cg00705156	1	NA	NA
cg00705255	1	NA	NA
cg00705894	1	NA	NA
cg00706207	1	NA	NA
cg00706683	1	NA	NA
cg00710180	NA	1	NA
cg00710209	1	NA	NA
cg00710269	1	NA	NA
cg00710343	NA	1	NA
cg00710456	1	NA	NA
cg00710862	NA	1	NA
cg00711386	1	1	NA
cg00711542	1	NA	NA
cg00711795	NA	1	NA
cg00711829	NA	1	NA
cg00712711	1	NA	NA
cg00713022	NA	1	NA
cg00713204	1	NA	NA
cg00713813	1	NA	NA
cg00714464	NA	1	NA
cg00715772	NA	1	NA
cg00715913	1	NA	NA
cg00716025	1	NA	NA
cg00716704	NA	1	NA
cg00717180	1	NA	NA
cg00718539	1	NA	NA
cg00718581	1	NA	NA
cg00718923	NA	1	NA
cg00719108	NA	1	NA
cg00720119	1	1	NA
cg00720375	NA	1	NA
cg00721080	1	NA	NA
cg00721703	1	NA	NA
cg00721947	1	NA	NA
cg00722631	NA	1	NA
cg00723379	1	NA	NA
cg00723907	NA	1	NA
cg00725145	1	NA	NA
cg00725426	1	NA	NA
cg00725654	1	NA	NA
cg00725722	1	NA	NA
cg00727386	1	NA	NA
cg00727556	1	NA	NA
cg00727777	1	NA	NA
cg00727940	1	NA	NA
cg00728046	1	NA	NA
cg00728300	1	NA	NA
cg00728317	1	NA	NA
cg00729708	NA	1	NA
cg00730100	1	NA	NA
cg00731874	1	NA	NA
cg00732098	1	NA	NA
cg00732232	1	NA	NA
cg00732383	NA	1	NA
cg00732783	NA	1	NA
cg00733315	1	NA	NA
cg00733705	1	NA	NA
cg00734311	1	NA	NA
cg00734979	1	NA	NA
cg00736530	1	NA	NA
cg00736819	1	NA	NA
cg00737250	1	NA	NA
cg00737978	NA	1	NA
cg00738113	1	NA	NA
cg00738299	1	NA	NA
cg00738849	1	NA	NA
cg00739139	1	NA	NA
cg00739973	NA	1	NA
cg00740510	NA	1	NA
cg00741259	NA	1	NA
cg00742121	NA	1	NA
cg00742898	1	NA	NA
cg00743354	NA	1	NA
cg00744187	1	NA	NA
cg00744920	1	NA	NA
cg00745184	1	NA	NA
cg00745606	1	NA	NA
cg00747739	1	NA	NA
cg00750806	1	NA	NA
cg00751126	NA	1	NA
cg00751857	1	NA	NA
cg00752047	1	NA	NA
cg00752077	1	NA	NA
cg00753039	1	NA	NA
cg00753692	1	NA	NA
cg00754063	NA	1	NA
cg00754688	NA	1	NA
cg00755130	1	NA	NA
cg00755950	NA	1	NA
cg00756362	1	NA	NA
cg00756448	1	NA	NA
cg00756450	1	NA	NA
cg00756860	1	NA	NA
cg00756943	NA	1	NA
cg00758816	1	NA	NA
cg00760290	1	NA	NA
cg00760490	1	NA	NA
cg00760536	1	NA	NA
cg00760729	NA	1	NA
cg00760812	1	NA	NA
cg00761330	NA	1	NA
cg00762003	NA	1	NA
cg00762450	1	NA	NA
cg00762689	NA	1	NA
cg00763136	1	NA	NA
cg00763244	1	NA	NA
cg00764065	1	NA	NA
cg00764840	1	NA	NA
cg00765127	1	NA	NA
cg00765635	1	NA	NA
cg00766985	1	NA	NA
cg00767222	NA	1	NA
cg00767637	1	NA	NA
cg00767679	1	NA	NA
cg00768195	NA	1	NA
cg00769240	1	NA	NA
cg00769810	1	NA	NA
cg00769882	1	NA	NA
cg00770134	1	NA	NA
cg00771483	1	NA	NA
cg00772663	NA	1	NA
cg00772775	1	NA	NA
cg00772962	1	NA	NA
cg00773093	1	NA	NA
cg00773700	NA	1	NA
cg00774088	NA	1	NA
cg00774437	1	NA	NA
cg00774457	1	NA	NA
cg00774458	1	NA	NA
cg00774769	1	NA	NA
cg00775119	NA	1	NA
cg00775388	1	NA	NA
cg00775781	1	NA	NA
cg00775915	NA	1	NA
cg00776237	1	NA	NA
cg00777622	1	NA	NA
cg00780664	NA	1	NA
cg00781405	1	NA	NA
cg00781795	NA	1	NA
cg00782707	NA	1	NA
cg00784161	NA	1	NA
cg00784791	1	NA	NA
cg00786635	1	NA	NA
cg00786747	NA	1	NA
cg00786952	NA	1	NA
cg00787608	NA	1	NA
cg00788028	1	NA	NA
cg00788204	NA	1	NA
cg00788660	NA	1	NA
cg00788688	1	1	NA
cg00789198	1	NA	NA
cg00789394	1	NA	NA
cg00789423	1	NA	NA
cg00789484	NA	1	NA
cg00789540	1	NA	NA
cg00790126	NA	1	NA
cg00790649	1	NA	NA
cg00791422	1	NA	NA
cg00791548	NA	1	NA
cg00793285	1	NA	NA
cg00793981	NA	1	NA
cg00793992	1	NA	NA
cg00794178	1	NA	NA
cg00794209	1	NA	NA
cg00795247	1	NA	NA
cg00795616	1	NA	NA
cg00795885	1	NA	NA
cg00796231	NA	1	NA
cg00799387	1	NA	NA
cg00800109	NA	1	NA
cg00801098	NA	1	NA
cg00801577	1	NA	NA
cg00801716	NA	1	NA
cg00802168	1	NA	NA
cg00803478	1	NA	NA
cg00803910	1	NA	NA
cg00804468	NA	1	NA
cg00804745	1	NA	NA
cg00805441	1	NA	NA
cg00805562	NA	1	NA
cg00805874	1	NA	NA
cg00806126	1	1	NA
cg00807297	NA	1	NA
cg00807342	1	NA	NA
cg00808053	1	NA	NA
cg00808352	1	NA	NA
cg00809338	NA	1	NA
cg00809453	1	NA	NA
cg00810971	NA	1	NA
cg00812735	NA	1	NA
cg00812839	1	NA	NA
cg00812980	NA	1	NA
cg00813264	1	NA	NA
cg00813765	1	NA	NA
cg00814186	NA	1	NA
cg00814328	1	NA	NA
cg00814476	1	NA	NA
cg00816224	1	NA	NA
cg00816676	1	NA	NA
cg00817749	1	NA	NA
cg00818198	1	NA	NA
cg00819048	NA	1	NA
cg00819949	1	NA	NA
cg00820718	NA	1	NA
cg00821444	NA	1	NA
cg00821510	1	NA	NA
cg00822571	1	NA	NA
cg00824156	NA	1	NA
cg00824547	1	NA	NA
cg00824714	1	NA	NA
cg00825131	1	NA	NA
cg00825503	1	NA	NA
cg00825705	1	NA	NA
cg00826626	1	NA	NA
cg00826638	NA	1	NA
cg00827196	1	NA	NA
cg00827663	NA	1	NA
cg00828059	1	NA	NA
cg00828305	NA	1	NA
cg00828468	1	NA	NA
cg00828618	NA	1	NA
cg00828836	NA	1	NA
cg00829063	NA	1	NA
cg00829438	NA	1	NA
cg00831633	1	NA	NA
cg00831698	1	NA	NA
cg00831770	1	NA	NA
cg00831970	1	NA	NA
cg00832199	1	NA	NA
cg00832567	NA	1	NA
cg00832635	NA	1	NA
cg00833257	NA	1	NA
cg00833344	1	NA	NA
cg00833479	1	NA	NA
cg00833552	1	NA	NA
cg00833614	NA	1	NA
cg00833822	1	NA	NA
cg00834234	1	NA	NA
cg00835232	1	NA	NA
cg00835389	1	NA	NA
cg00835526	1	NA	NA
cg00835745	NA	1	NA
cg00836097	1	NA	NA
cg00836302	NA	1	NA
cg00837548	1	NA	NA
cg00838423	1	NA	NA
cg00839675	NA	1	NA
cg00841141	1	1	NA
cg00841768	1	NA	NA
cg00842582	NA	1	NA
cg00842794	1	NA	NA
cg00842874	1	NA	NA
cg00843019	NA	1	NA
cg00843278	1	NA	NA
cg00843787	NA	1	NA
cg00843795	NA	1	NA
cg00843976	1	NA	NA
cg00844078	NA	1	NA
cg00844197	NA	1	NA
cg00844600	NA	1	NA
cg00845901	1	NA	NA
cg00847250	NA	1	NA
cg00847301	1	NA	NA
cg00847544	1	NA	NA
cg00847826	1	NA	NA
cg00848780	1	NA	NA
cg00849380	NA	1	NA
cg00849862	1	NA	NA
cg00850683	1	NA	NA
cg00850868	1	NA	NA
cg00851389	1	NA	NA
cg00852317	1	NA	NA
cg00852603	NA	1	NA
cg00852705	NA	1	NA
cg00853237	1	NA	NA
cg00853242	1	NA	NA
cg00853671	1	NA	NA
cg00853819	1	NA	NA
cg00854043	1	NA	NA
cg00854172	NA	1	NA
cg00854560	1	NA	NA
cg00854591	1	NA	NA
cg00855014	1	NA	NA
cg00855458	NA	1	NA
cg00855461	1	NA	NA
cg00856850	1	1	NA
cg00857419	1	NA	NA
cg00858196	1	NA	NA
cg00858400	1	NA	NA
cg00859877	NA	1	NA
cg00860380	1	NA	NA
cg00860425	NA	1	NA
cg00860550	NA	1	NA
cg00861411	NA	1	NA
cg00862041	1	NA	NA
cg00862117	1	NA	NA
cg00862314	NA	1	NA
cg00862398	NA	1	NA
cg00862675	1	NA	NA
cg00863099	1	NA	NA
cg00863654	1	NA	NA
cg00863716	1	NA	NA
cg00863986	1	NA	NA
cg00864400	1	NA	NA
cg00864563	1	NA	NA
cg00865118	1	NA	NA
cg00865541	NA	1	NA
cg00865653	1	NA	NA
cg00866836	NA	1	NA
cg00867018	NA	1	NA
cg00867391	NA	1	NA
cg00867694	1	NA	NA
cg00868652	NA	1	NA
cg00869309	NA	1	NA
cg00869488	NA	1	NA
cg00869530	1	NA	NA
cg00870701	NA	1	NA
cg00871204	1	NA	NA
cg00871238	NA	1	NA
cg00871578	1	NA	NA
cg00872371	NA	1	NA
cg00872900	1	NA	NA
cg00873974	1	NA	NA
cg00875852	1	NA	NA
cg00876142	1	NA	NA
cg00876196	1	NA	NA
cg00879547	1	NA	NA
cg00879667	NA	1	NA
cg00880918	1	NA	NA
cg00881168	NA	1	NA
cg00881378	NA	1	NA
cg00881894	NA	1	NA
cg00882175	1	NA	NA
cg00882281	NA	1	NA
cg00882322	NA	1	NA
cg00883210	1	NA	NA
cg00884068	1	NA	NA
cg00884081	1	NA	NA
cg00884170	1	NA	NA
cg00884445	1	NA	NA
cg00884844	NA	1	NA
cg00885005	1	NA	NA
cg00885546	NA	1	NA
cg00886182	NA	1	NA
cg00886432	1	NA	NA
cg00887602	1	NA	NA
cg00887755	NA	1	NA
cg00888108	NA	1	NA
cg00888252	NA	1	NA
cg00889287	1	NA	NA
cg00889295	1	NA	NA
cg00889778	1	NA	NA
cg00890124	1	NA	NA
cg00890874	1	NA	NA
cg00892060	1	NA	NA
cg00892096	NA	1	NA
cg00892703	NA	1	NA
cg00893045	1	NA	NA
cg00893471	NA	1	NA
cg00894142	1	NA	NA
cg00895354	1	NA	NA
cg00896220	1	NA	NA
cg00897058	1	NA	NA
cg00897863	1	1	NA
cg00898157	1	NA	NA
cg00899350	NA	1	NA
cg00899883	NA	1	NA
cg00902636	1	NA	NA
cg00902674	1	1	NA
cg00903245	1	NA	NA
cg00903375	1	NA	NA
cg00903950	1	NA	NA
cg00905420	1	NA	NA
cg00906169	1	NA	NA
cg00906794	1	NA	NA
cg00910103	1	NA	NA
cg00910676	1	NA	NA
cg00910715	1	NA	NA
cg00910893	1	NA	NA
cg00911351	1	NA	NA
cg00912337	NA	1	NA
cg00913289	1	NA	NA
cg00913521	1	NA	NA
cg00913522	NA	1	NA
cg00913945	1	NA	NA
cg00914147	NA	1	NA
cg00914354	1	NA	NA
cg00914659	1	NA	NA
cg00915663	NA	1	NA
cg00916680	1	NA	NA
cg00916831	1	NA	NA
cg00917101	1	NA	NA
cg00917362	1	NA	NA
cg00917603	1	NA	NA
cg00918005	1	1	NA
cg00918012	NA	1	NA
cg00918181	NA	1	NA
cg00918794	NA	1	NA
cg00919411	NA	1	NA
cg00919806	1	NA	NA
cg00920789	1	NA	NA
cg00920799	1	NA	NA
cg00920990	1	NA	NA
cg00921930	NA	1	NA
cg00922143	NA	1	NA
cg00922328	NA	1	NA
cg00923458	1	NA	NA
cg00923803	1	NA	NA
cg00924144	1	NA	NA
cg00925244	NA	1	NA
cg00927364	NA	1	NA
cg00927503	NA	1	NA
cg00927594	NA	1	NA
cg00927939	1	NA	NA
cg00928002	1	NA	NA
cg00930306	1	NA	NA
cg00932413	1	NA	NA
cg00935895	NA	1	NA
cg00936904	1	NA	NA
cg00937515	1	NA	NA
cg00939347	1	NA	NA
cg00939438	NA	1	NA
cg00941203	1	NA	NA
cg00941419	1	NA	NA
cg00941588	1	NA	NA
cg00941912	1	NA	NA
cg00942997	1	NA	NA
cg00943060	1	NA	NA
cg00943269	1	NA	NA
cg00943360	1	NA	NA
cg00944181	1	NA	NA
cg00944631	1	NA	NA
cg00944884	NA	1	NA
cg00945107	1	NA	NA
cg00946321	NA	1	NA
cg00946921	1	NA	NA
cg00947413	NA	1	NA
cg00947801	1	NA	NA
cg00948906	1	NA	NA
cg00949249	1	NA	NA
cg00949554	1	NA	NA
cg00950244	1	NA	NA
cg00951213	NA	1	NA
cg00953233	1	NA	NA
cg00954841	1	NA	NA
cg00954931	1	NA	NA
cg00954996	1	NA	NA
cg00955035	1	NA	NA
cg00956244	1	NA	NA
cg00956987	NA	1	NA
cg00957505	1	NA	NA
cg00957686	1	NA	NA
cg00959334	1	NA	NA
cg00960209	1	NA	NA
cg00960419	1	NA	NA
cg00960580	1	NA	NA
cg00960790	1	NA	NA
cg00961139	1	NA	NA
cg00961446	1	NA	NA
cg00961450	1	NA	NA
cg00962466	1	NA	NA
cg00962799	1	NA	NA
cg00963079	1	NA	NA
cg00963496	1	NA	NA
cg00963850	1	NA	NA
cg00963942	1	NA	NA
cg00964321	1	NA	NA
cg00964484	1	NA	NA
cg00965971	1	NA	NA
cg00965991	1	NA	NA
cg00966920	1	NA	NA
cg00968488	NA	1	NA
cg00968545	NA	1	NA
cg00969254	1	NA	NA
cg00969731	1	NA	NA
cg00969815	1	NA	NA
cg00969893	NA	1	NA
cg00970057	NA	1	NA
cg00970279	1	NA	NA
cg00970737	1	NA	NA
cg00970926	1	NA	NA
cg00973864	NA	1	NA
cg00974107	1	NA	NA
cg00974523	1	NA	NA
cg00974685	NA	1	NA
cg00974864	1	NA	NA
cg00975163	1	NA	NA
cg00975375	1	NA	NA
cg00975746	1	NA	NA
cg00976328	NA	1	NA
cg00977301	1	NA	NA
cg00977827	1	NA	NA
cg00978475	NA	1	NA
cg00978912	1	NA	NA
cg00978946	1	NA	NA
cg00979178	1	NA	NA
cg00979231	NA	1	NA
cg00979288	1	NA	NA
cg00980625	NA	1	NA
cg00980980	NA	1	NA
cg00981552	1	NA	NA
cg00981912	NA	1	NA
cg00982214	1	NA	NA
cg00982680	NA	1	NA
cg00982805	1	NA	NA
cg00982936	1	1	NA
cg00984715	1	NA	NA
cg00984967	1	NA	NA
cg00985960	NA	1	NA
cg00986824	1	NA	NA
cg00987136	NA	1	NA
cg00991447	1	NA	NA
cg00991496	1	NA	NA
cg00991546	1	NA	NA
cg00991958	1	NA	NA
cg00992253	NA	1	NA
cg00992264	1	NA	NA
cg00992711	1	NA	NA
cg00993903	NA	1	NA
cg00993952	1	NA	NA
cg00994307	1	NA	NA
cg00994389	1	NA	NA
cg00994491	1	NA	NA
cg00994644	1	NA	NA
cg00994941	1	NA	NA
cg00995085	1	NA	NA
cg00995689	1	NA	NA
cg00995804	1	NA	NA
cg00995988	NA	1	NA
cg00996764	NA	1	NA
cg00997234	1	NA	NA
cg00997262	1	NA	NA
cg00997801	1	NA	NA
cg00997875	1	NA	NA
cg00998774	NA	1	NA
cg00999163	NA	1	NA
cg00999638	1	NA	NA
cg01000036	1	NA	NA
cg01000657	1	NA	NA
cg01001791	1	NA	NA
cg01002288	1	NA	NA
cg01003176	1	NA	NA
cg01003793	NA	1	NA
cg01003813	1	NA	NA
cg01003815	NA	1	NA
cg01005425	1	NA	NA
cg01005630	1	NA	NA
cg01006077	1	NA	NA
cg01007147	1	NA	NA
cg01007262	1	NA	NA
cg01007350	1	NA	NA
cg01008088	NA	1	NA
cg01008097	1	NA	NA
cg01008361	1	NA	NA
cg01009068	NA	1	NA
cg01009486	1	NA	NA
cg01010221	1	NA	NA
cg01010988	1	NA	NA
cg01011154	1	NA	NA
cg01011482	1	NA	NA
cg01011707	1	NA	NA
cg01011943	1	NA	NA
cg01012559	1	NA	NA
cg01012836	NA	1	NA
cg01013522	NA	1	NA
cg01013595	1	NA	NA
cg01014087	1	NA	NA
cg01014190	NA	1	NA
cg01015359	1	NA	NA
cg01016092	NA	1	NA
cg01016850	1	NA	NA
cg01017235	1	NA	NA
cg01017397	1	NA	NA
cg01017464	1	NA	NA
cg01018117	1	NA	NA
cg01018606	1	NA	NA
cg01019344	1	NA	NA
cg01019654	NA	1	NA
cg01021334	NA	1	NA
cg01021743	NA	1	NA
cg01022501	NA	1	NA
cg01023169	1	NA	NA
cg01023403	1	NA	NA
cg01023693	1	NA	NA
cg01024141	1	NA	NA
cg01024175	1	NA	NA
cg01024783	1	NA	NA
cg01026196	NA	1	NA
cg01026613	1	NA	NA
cg01027031	NA	1	NA
cg01028364	NA	1	NA
cg01028844	1	NA	NA
cg01029331	1	NA	NA
cg01029901	NA	1	NA
cg01029934	1	NA	NA
cg01030201	1	NA	NA
cg01030481	NA	1	NA
cg01033205	NA	1	NA
cg01033822	1	NA	NA
cg01034363	1	NA	NA
cg01034654	NA	1	NA
cg01034993	NA	1	NA
cg01035107	NA	1	NA
cg01035190	1	NA	NA
cg01035563	1	NA	NA
cg01035640	1	NA	NA
cg01035789	1	NA	NA
cg01035869	1	NA	NA
cg01036173	NA	1	NA
cg01036735	NA	1	NA
cg01036828	1	NA	NA
cg01037496	NA	1	NA
cg01038172	1	NA	NA
cg01038517	NA	1	NA
cg01040719	1	NA	NA
cg01041681	1	NA	NA
cg01042278	1	NA	NA
cg01042640	1	NA	NA
cg01042877	1	NA	NA
cg01042948	NA	1	NA
cg01043831	1	NA	NA
cg01044608	NA	1	NA
cg01046377	1	NA	NA
cg01046507	NA	1	NA
cg01046833	1	1	NA
cg01046961	1	NA	NA
cg01047040	1	NA	NA
cg01047586	NA	1	NA
cg01048972	1	NA	NA
cg01049933	1	NA	NA
cg01050266	NA	1	NA
cg01050423	NA	1	NA
cg01050429	NA	1	NA
cg01050740	1	NA	NA
cg01050935	1	NA	NA
cg01051003	1	NA	NA
cg01052200	1	NA	NA
cg01052294	1	1	NA
cg01052572	1	NA	NA
cg01052864	1	NA	NA
cg01053349	1	NA	NA
cg01053714	NA	1	NA
cg01053894	NA	1	NA
cg01055129	1	NA	NA
cg01055135	1	NA	NA
cg01055691	NA	1	NA
cg01055695	NA	1	NA
cg01056135	NA	1	NA
cg01058584	1	NA	NA
cg01058711	1	NA	NA
cg01059116	NA	1	NA
cg01059295	1	NA	NA
cg01059331	1	NA	NA
cg01059717	NA	1	NA
cg01060089	1	NA	NA
cg01060387	1	NA	NA
cg01061164	1	NA	NA
cg01061626	1	NA	NA
cg01063088	1	NA	NA
cg01064194	1	NA	NA
cg01064373	1	NA	NA
cg01064898	NA	1	NA
cg01065156	1	NA	NA
cg01065748	1	NA	NA
cg01067139	1	NA	NA
cg01067405	NA	1	NA
cg01068023	1	NA	NA
cg01069210	1	NA	NA
cg01070223	1	NA	NA
cg01070250	1	NA	NA
cg01070781	1	NA	NA
cg01071112	1	NA	NA
cg01071903	1	NA	NA
cg01072529	1	NA	NA
cg01074083	NA	1	NA
cg01074622	1	NA	NA
cg01075918	NA	1	NA
cg01076254	1	NA	NA
cg01076454	1	NA	NA
cg01077024	1	NA	NA
cg01077623	1	NA	NA
cg01078565	1	NA	NA
cg01079019	1	NA	NA
cg01079307	1	NA	NA
cg01079632	1	NA	NA
cg01079950	1	NA	NA
cg01080483	1	NA	NA
cg01080552	1	NA	NA
cg01081438	NA	1	NA
cg01082910	1	NA	NA
cg01083469	1	NA	NA
cg01084963	NA	1	NA
cg01085129	1	NA	NA
cg01085974	1	NA	NA
cg01086462	1	NA	NA
cg01087485	1	NA	NA
cg01087991	1	NA	NA
cg01088239	1	NA	NA
cg01088455	1	NA	NA
cg01088726	1	NA	NA
cg01088863	1	NA	NA
cg01088952	1	NA	NA
cg01089249	NA	1	NA
cg01089751	1	NA	NA
cg01091645	1	NA	NA
cg01093800	1	NA	NA
cg01094213	1	NA	NA
cg01095157	NA	1	NA
cg01097725	1	NA	NA
cg01098234	1	NA	NA
cg01098431	1	NA	NA
cg01099150	NA	1	NA
cg01099299	1	NA	NA
cg01099512	NA	1	NA
cg01099526	1	NA	NA
cg01100465	NA	1	NA
cg01101400	NA	1	NA
cg01103672	1	NA	NA
cg01104119	1	NA	NA
cg01105068	1	NA	NA
cg01105140	1	NA	NA
cg01105403	NA	1	NA
cg01105557	1	NA	NA
cg01105802	1	NA	NA
cg01106788	NA	1	NA
cg01107178	1	NA	NA
cg01109633	1	NA	NA
cg01110103	1	NA	NA
cg01110290	NA	1	NA
cg01111179	NA	1	NA
cg01111856	NA	1	NA
cg01112072	NA	1	NA
cg01113246	1	NA	NA
cg01113448	1	NA	NA
cg01113832	1	NA	NA
cg01114124	NA	1	NA
cg01114156	1	NA	NA
cg01115070	NA	1	NA
cg01116134	1	NA	NA
cg01118640	NA	1	NA
cg01119172	NA	1	NA
cg01119374	NA	1	NA
cg01119453	1	NA	NA
cg01120132	NA	1	NA
cg01120527	1	NA	NA
cg01120761	NA	1	NA
cg01121060	1	NA	NA
cg01121180	NA	1	NA
cg01121840	1	NA	NA
cg01121978	1	NA	NA
cg01122057	1	NA	NA
cg01122318	NA	1	NA
cg01122627	NA	1	NA
cg01125329	1	NA	NA
cg01125563	1	NA	NA
cg01125608	1	NA	NA
cg01127608	NA	1	NA
cg01128042	NA	1	NA
cg01128295	1	NA	NA
cg01128412	NA	1	NA
cg01128531	1	NA	NA
cg01129155	1	NA	NA
cg01129641	NA	1	NA
cg01129847	NA	1	NA
cg01130157	NA	1	NA
cg01130322	1	NA	NA
cg01130658	1	NA	NA
cg01131625	1	NA	NA
cg01131917	1	NA	NA
cg01132160	1	NA	NA
cg01133401	NA	1	NA
cg01133413	1	NA	NA
cg01133726	1	NA	NA
cg01134185	NA	1	NA
cg01134526	1	NA	NA
cg01135538	1	NA	NA
cg01135950	NA	1	NA
cg01135961	1	NA	NA
cg01136380	NA	1	NA
cg01136471	1	NA	NA
cg01136922	1	NA	NA
cg01137326	NA	1	NA
cg01137421	1	NA	NA
cg01137672	NA	1	NA
cg01137907	1	NA	NA
cg01137955	1	NA	NA
cg01138706	NA	1	NA
cg01139101	NA	1	NA
cg01139493	NA	1	NA
cg01139541	1	NA	NA
